site_id,year,month,region,co2_ppm,enso,temp_c,rainfall_mm,human_disturbance,ndvi,landcover,species_presence
199,2666,8,Savanna,539.66,0.75,20.92,50.91,0.01,0.09,Forest,1
19,2368,4,Savanna,470.67,-0.769,18.5,116.05,0.474,0.3,Grassland,0
26,2452,3,Boreal,489.78,0.226,20.38,119.83,0.085,0.309,Forest,1
89,2557,6,Boreal,513.61,-0.001,19.76,92.03,0.462,-0.003,Grassland,0
182,2615,3,Tropical,527.23,0.267,20.04,111.46,0.297,0.315,Grassland,1
35,2036,4,Mediterranean,389.34,0.513,14.27,131.42,0.7,0.391,Forest,1
160,2246,9,Boreal,439.47,0.932,16.85,87.82,0.21,0.123,Forest,1
108,2025,9,Boreal,387.56,1.06,14.31,84.39,0.251,0.163,Forest,1
165,2130,6,Temperate,412.38,0.393,15.24,100.3,0.434,0.34,Urban,0
31,2219,4,Savanna,431.37,-0.639,16.39,111.8,0.298,0.49,Urban,0
197,2466,6,Tropical,492.09,0.904,18.15,119.59,0.7,0.198,Forest,0
77,2789,10,Savanna,569.56,-0.383,21.6,101.9,0.513,-0.1,Forest,0
1,2033,6,Mediterranean,387.83,-1.043,13.29,103.18,0.351,0.399,Grassland,1
26,2318,11,Boreal,458.19,-0.941,16.19,83.52,0.126,0.058,Forest,1
81,2073,6,Tropical,397.35,-0.69,14.0,106.34,0.057,0.617,Forest,1
197,2333,2,Tropical,459.73,-0.662,16.84,114.83,0.612,0.32,Grassland,0
118,2593,3,Tropical,521.59,-0.662,18.46,123.0,0.42,0.277,Forest,1
65,2272,2,Savanna,443.72,0.709,17.62,113.67,0.496,0.278,Forest,1
6,2700,7,Boreal,547.08,1.185,22.28,78.96,0.237,0.023,Forest,1
9,2417,6,Mediterranean,481.08,0.037,19.36,76.91,0.129,0.235,Urban,0
136,2478,1,Savanna,495.19,-0.472,19.68,89.63,0.246,0.161,Forest,1
154,2462,11,Boreal,491.47,-0.277,17.81,79.58,0.288,0.033,Forest,1
88,2024,1,Savanna,386.1,-1.055,13.64,106.09,0.063,0.321,Grassland,0
164,2463,9,Boreal,490.52,-0.898,17.37,70.06,0.44,-0.057,Grassland,0
124,2693,9,Tropical,547.37,-1.004,21.75,79.18,0.14,0.297,Urban,1
23,2218,8,Tropical,432.14,-0.919,15.83,107.59,0.127,0.463,Forest,0
59,2738,4,Temperate,557.55,-0.973,22.55,114.32,0.265,0.255,Forest,1
76,2039,9,Tropical,389.47,-0.41,14.31,86.79,0.31,0.45,Forest,1
191,2715,12,Mediterranean,552.34,1.018,20.95,103.13,0.168,0.106,Grassland,0
113,2809,6,Boreal,575.24,-0.534,23.26,109.84,0.15,0.101,Forest,1
122,2543,7,Mediterranean,510.86,-0.6,19.24,97.76,0.194,0.133,Forest,1
111,2259,4,Boreal,442.53,-0.755,16.19,156.97,0.219,0.367,Forest,1
70,2789,3,Tropical,571.01,-0.713,22.59,143.8,0.341,0.248,Urban,0
137,2061,6,Temperate,394.41,0.741,15.52,98.5,0.127,0.493,Forest,1
133,2261,2,Mediterranean,443.58,0.937,16.0,114.6,0.487,0.252,Grassland,0
47,2670,8,Mediterranean,539.93,0.561,20.89,102.9,0.228,,Forest,0
151,2545,12,Tropical,510.93,0.916,20.24,85.74,0.443,0.18,Forest,1
7,2450,8,Boreal,487.29,0.463,18.67,87.92,0.123,0.118,Forest,1
163,2463,8,Tropical,492.1,-0.793,17.66,68.32,0.049,0.386,Forest,1
128,2444,1,Mediterranean,486.86,-0.65,18.69,105.53,0.271,0.179,Grassland,0
118,2559,11,Tropical,514.41,-0.094,19.25,58.68,0.528,0.121,Forest,1
118,2426,7,Tropical,482.48,0.926,19.74,102.17,0.557,0.286,Forest,1
19,2384,12,Savanna,471.62,-0.04,18.63,101.89,0.517,0.039,Grassland,0
89,2307,6,Boreal,454.67,-0.153,17.37,101.27,0.371,0.074,Forest,1
116,2643,1,Temperate,534.77,-0.515,20.27,98.14,0.335,0.116,Grassland,0
39,2153,4,Temperate,417.86,-0.626,15.94,95.11,0.143,0.506,Grassland,1
195,2166,4,Boreal,420.67,1.198,16.52,103.59,0.529,0.214,Forest,1
199,2199,12,Savanna,427.08,-0.434,16.29,104.61,0.048,0.23,Forest,1
110,2542,7,Tropical,509.4,0.082,20.48,121.72,0.46,0.265,Forest,1
156,2779,9,Savanna,565.12,-0.334,21.12,60.86,0.275,-0.1,Grassland,0
119,2343,4,Temperate,461.97,-0.975,16.58,108.73,0.104,0.473,Forest,1
94,2491,3,Tropical,498.05,0.511,19.76,106.42,0.303,0.397,Forest,1
0,2066,9,Savanna,395.78,0.836,14.78,99.97,0.287,0.16,Grassland,0
23,2701,12,Tropical,548.36,0.537,22.23,91.13,0.094,0.276,Forest,0
80,2640,1,Mediterranean,531.45,-0.351,19.39,111.43,0.383,0.053,Grassland,0
5,2117,2,Temperate,408.21,0.48,14.38,113.44,0.159,0.441,Forest,1
31,2452,8,Savanna,486.88,-0.424,19.04,76.01,0.39,-0.001,Grassland,0
69,2005,10,Savanna,379.44,0.766,13.81,106.27,0.316,0.183,Forest,1
143,2795,4,Savanna,571.02,0.175,21.85,98.51,0.037,0.377,Urban,0
159,2229,12,Boreal,435.67,0.138,16.77,118.01,0.425,0.108,Forest,1
94,2691,3,Tropical,545.63,0.503,20.42,123.99,0.16,0.326,Urban,0
186,2132,3,Mediterranean,410.8,0.257,16.6,133.56,0.424,0.384,Forest,1
66,2555,7,Temperate,514.28,0.603,19.73,85.8,0.263,0.184,Urban,0
14,2667,11,Savanna,540.53,-0.723,21.84,104.18,0.333,-0.04,Grassland,0
74,2089,7,Mediterranean,400.65,-0.383,16.15,118.08,0.225,0.282,Grassland,0
63,2255,4,Temperate,440.88,0.695,15.99,115.11,0.535,0.313,Grassland,0
87,2540,8,Tropical,509.98,0.153,21.57,92.48,0.288,0.28,Forest,0
105,2392,2,Mediterranean,472.59,0.447,18.83,98.6,0.393,0.181,Grassland,0
69,2755,10,Savanna,559.67,0.866,22.68,79.72,0.359,-0.1,Grassland,0
3,2216,12,Mediterranean,433.1,0.715,16.22,107.31,0.369,0.203,Urban,1
138,2644,11,Temperate,534.9,-0.659,19.93,74.0,0.3,0.034,Forest,0
179,2131,8,Tropical,413.59,0.506,15.13,-89.94,0.212,0.477,Urban,0
58,2421,7,Savanna,482.42,0.885,17.48,100.03,0.108,0.299,Forest,1
153,2479,6,Tropical,495.16,-0.684,17.85,108.26,0.059,0.53,Forest,1
148,2295,9,Temperate,451.87,0.524,17.06,62.68,0.693,-0.037,Forest,1
9,2034,2,Mediterranean,389.01,-0.758,13.74,109.49,0.091,0.459,Forest,1
97,2341,6,Temperate,462.29,0.968,18.18,104.62,0.441,0.225,Forest,1
61,2538,6,Savanna,510.46,-0.955,19.4,90.13,0.304,0.195,Grassland,0
1,2466,10,Mediterranean,492.64,0.938,19.45,90.05,0.341,-0.045,Forest,0
31,2435,12,Savanna,483.74,0.653,19.3,89.16,0.339,0.046,Forest,0
177,2314,10,Tropical,458.06,-0.329,16.32,62.28,0.558,0.233,Forest,0
126,2227,3,Mediterranean,433.88,0.045,17.29,96.79,0.14,0.446,Grassland,0
77,2039,10,Savanna,391.38,-0.633,14.71,81.24,0.421,0.127,Grassland,0
129,2110,10,Mediterranean,407.55,0.468,15.37,83.78,0.693,0.015,Forest,0
35,2336,4,Mediterranean,461.7,0.839,15.58,124.61,0.649,0.264,Forest,1
42,2803,7,Savanna,573.99,-1.145,21.42,81.33,0.332,0.021,Urban,0
177,2148,2,Tropical,414.86,-0.959,15.16,88.62,0.417,0.473,Forest,1
96,2508,1,Mediterranean,501.77,-0.598,17.42,86.1,0.222,0.242,Urban,1
151,2062,8,Tropical,395.02,-0.086,16.06,84.25,0.521,0.384,Forest,1
192,2482,9,Savanna,497.02,-0.127,19.78,97.58,0.341,-0.065,Grassland,0
60,2338,5,Temperate,461.72,-0.905,16.16,99.7,0.456,0.357,Grassland,1
41,2753,6,Tropical,560.63,-0.846,20.39,100.17,0.26,0.253,Urban,0
30,2502,7,Boreal,500.03,0.128,19.91,75.63,0.133,0.07,Grassland,0
98,2491,7,Temperate,497.86,1.011,18.26,76.58,0.149,0.247,Grassland,0
138,2778,3,Temperate,565.36,-0.311,22.46,133.75,0.263,0.228,Forest,0
160,2763,5,Boreal,563.53,-0.626,20.14,108.19,0.156,0.106,Forest,0
196,2833,1,Boreal,580.95,-0.628,21.2,88.61,0.278,-0.1,Forest,1
151,2429,4,Tropical,484.48,-0.7,19.92,120.33,0.533,0.305,Forest,0
68,2039,1,Savanna,389.35,-0.902,14.03,77.91,0.217,0.306,Grassland,1
145,2128,10,Savanna,411.47,-0.755,14.25,72.25,0.331,0.092,Grassland,0
111,2525,12,Boreal,507.43,0.8,19.34,102.09,0.197,0.148,Forest,1
83,2223,8,Mediterranean,433.9,-1.06,16.09,67.87,0.477,0.12,Grassland,0
166,2747,3,Savanna,560.35,0.488,22.33,124.64,0.326,0.25,Forest,1
181,2515,2,Boreal,504.73,0.033,20.05,119.3,0.052,0.189,Grassland,1
25,2085,6,Boreal,399.99,0.67,14.88,120.61,0.418,0.322,Forest,0
112,2426,1,Mediterranean,480.21,0.997,18.86,99.51,0.284,0.171,Forest,1
162,2713,7,Mediterranean,552.18,-0.678,20.5,95.6,0.186,0.067,Forest,1
168,2447,5,Tropical,487.09,0.168,19.16,112.16,0.211,0.435,Forest,1
154,2196,3,Boreal,428.95,1.345,15.78,131.94,0.271,0.322,Forest,1
78,2606,7,Savanna,527.29,0.899,19.67,91.16,0.019,0.23,Urban,0
2,2300,3,Boreal,451.34,0.007,16.26,140.78,0.176,0.324,Forest,1
173,2064,6,Savanna,396.32,-0.648,13.91,109.86,0.099,0.475,Forest,1
173,2564,6,Savanna,515.02,-0.791,18.69,145.32,0.143,0.366,Grassland,0
9,2734,2,Mediterranean,555.52,-0.884,21.37,129.1,0.127,0.194,Urban,0
182,2281,11,Tropical,447.46,0.681,17.64,53.86,0.293,0.328,Forest,1
41,2053,6,Tropical,394.03,-0.997,14.43,103.06,0.234,0.644,Urban,0
33,2352,10,Tropical,465.78,-0.132,17.42,90.1,0.112,0.359,Forest,1
15,2317,12,Temperate,455.92,-0.492,16.1,106.15,0.283,0.185,Grassland,1
104,2342,1,Tropical,461.55,0.472,18.22,103.84,0.427,0.352,Forest,1
125,2827,2,Savanna,578.71,0.7,22.42,136.11,0.177,0.193,Grassland,0
108,2092,5,Boreal,401.02,0.206,15.94,98.48,0.362,0.297,Forest,1
127,2293,12,Savanna,451.87,-0.892,16.65,91.49,0.102,0.142,Forest,1
95,2291,4,Boreal,450.31,0.999,15.74,111.42,0.221,0.311,Urban,1
20,2118,5,Temperate,407.76,-0.958,14.71,106.83,0.133,0.496,Forest,0
123,2576,12,Boreal,518.97,0.762,18.99,97.19,0.552,-0.1,Forest,0
81,2323,6,Tropical,456.79,-1.131,16.52,102.01,0.18,0.491,Forest,1
153,2696,2,Tropical,547.44,0.994,20.5,107.94,0.0,0.42,Forest,1
45,2520,6,Tropical,505.45,0.731,19.79,98.64,0.213,0.379,Forest,0
138,2411,7,Temperate,478.95,0.568,18.96,89.36,0.316,0.214,Grassland,0
198,2566,7,Mediterranean,514.14,1.066,20.3,62.74,0.306,0.114,Forest,1
12,2651,1,Mediterranean,537.32,1.0,20.79,119.58,0.008,,Grassland,0
80,2140,1,Mediterranean,413.02,-0.038,16.5,121.33,0.361,0.224,Urban,1
115,2559,8,Mediterranean,513.16,-0.213,19.99,85.68,0.286,-0.015,Forest,1
33,2052,10,Tropical,392.44,-0.455,13.29,74.16,0.209,0.517,Forest,1
169,2214,2,Savanna,433.6,-0.984,16.41,88.04,0.434,0.284,Grassland,0
159,2613,4,Boreal,526.49,-0.816,19.8,110.69,0.39,0.053,Forest,0
166,2180,7,Savanna,422.03,0.318,15.83,100.54,0.232,0.267,Grassland,0
169,2680,10,Savanna,543.2,0.846,20.49,66.57,0.335,-0.1,Forest,1
45,2737,2,Tropical,556.11,0.379,21.4,121.44,0.084,0.32,Forest,1
25,2235,6,Boreal,435.44,0.471,16.15,110.76,0.461,0.242,Forest,1
87,2340,8,Tropical,461.09,0.583,18.25,109.78,0.256,0.392,Forest,1
43,2520,4,Temperate,505.75,0.841,19.96,108.93,0.273,0.362,Urban,0
164,2697,1,Boreal,548.99,0.493,20.38,120.28,0.39,0.015,Forest,1
141,2328,6,Mediterranean,459.76,-1.022,15.13,114.33,0.141,0.338,Urban,1
179,2764,12,Tropical,561.58,-0.281,22.46,114.59,0.219,0.318,Forest,1
75,2672,12,Temperate,541.06,-0.794,19.63,112.63,0.242,0.068,Forest,1
195,2766,4,Boreal,561.92,1.049,23.13,117.65,0.379,0.038,Forest,1
128,2344,1,Mediterranean,462.25,-0.736,18.98,113.34,0.223,0.257,Grassland,0
172,2097,9,Temperate,403.74,-0.22,14.19,62.82,0.189,0.2,Forest,0
68,2722,5,Savanna,552.66,-0.003,22.67,83.76,0.125,0.282,Forest,1
22,2351,11,Savanna,465.04,0.586,18.35,96.66,0.0,0.097,Grassland,0
34,2402,11,Boreal,477.82,-0.341,18.19,88.71,0.321,0.027,Forest,1
176,2214,9,Boreal,432.46,-0.142,16.55,65.51,0.205,0.106,Forest,1
189,2165,10,Boreal,418.55,0.654,14.88,56.48,0.255,0.134,Forest,1
173,2581,2,Savanna,519.29,1.246,20.13,118.33,0.073,0.355,Urban,0
36,2486,5,Boreal,496.0,1.049,18.42,112.79,0.446,0.079,Forest,1
132,2377,9,Savanna,471.11,-0.35,18.16,86.68,0.175,0.021,Grassland,1
9,2267,6,Mediterranean,442.42,-0.073,16.94,91.34,0.096,0.355,Grassland,0
55,2321,4,Tropical,455.62,1.062,18.5,93.35,0.358,0.388,Forest,1
28,2219,1,Savanna,432.21,-1.273,15.16,105.55,0.12,0.337,Grassland,0
3,2650,4,Mediterranean,534.02,0.514,21.53,104.4,0.354,0.189,Forest,0
10,2117,7,Savanna,409.29,-0.299,15.02,96.85,0.217,,Grassland,0
57,2688,2,Temperate,545.94,-0.383,21.52,120.45,0.123,0.256,Forest,1
186,2615,7,Mediterranean,526.93,0.31,20.45,88.78,0.441,-0.046,Grassland,0
103,2358,8,Temperate,9999.0,-0.758,17.5,84.99,0.532,0.082,Forest,0
150,2562,7,Tropical,514.45,0.054,19.77,101.23,0.235,0.344,Forest,1
155,2546,4,Tropical,508.51,1.014,21.11,131.71,0.048,0.472,Forest,1
15,2067,12,Temperate,395.56,-0.479,16.29,108.94,0.271,0.346,Urban,0
4,2200,5,Mediterranean,429.58,0.174,14.75,108.58,0.176,0.457,Grassland,0
197,2449,10,Tropical,486.62,-0.316,17.77,97.98,0.582,0.16,Forest,1
156,2829,9,Savanna,581.84,-0.02,22.1,88.01,0.442,-0.1,Urban,0
131,2177,8,Mediterranean,421.69,-0.025,16.85,90.37,0.298,0.165,Urban,0
197,2149,10,Tropical,417.38,-0.265,15.54,70.52,0.582,0.331,Forest,1
90,2257,7,Boreal,442.17,0.041,15.69,98.37,0.495,0.141,Forest,0
184,2348,9,Temperate,462.35,-1.363,15.84,73.38,0.307,0.054,Grassland,0
164,2380,5,Boreal,471.77,0.278,17.22,115.59,0.364,0.166,Forest,1
30,2419,3,Boreal,479.78,-0.964,17.12,109.67,0.116,0.252,Forest,1
48,2670,9,Temperate,539.21,0.435,21.26,75.51,0.272,0.031,Forest,1
122,2010,3,Mediterranean,382.07,-0.167,14.66,112.9,0.081,0.474,Grassland,0
179,2014,12,Tropical,381.71,-0.14,14.11,104.2,0.159,0.535,Urban,0
50,2770,11,Savanna,564.77,0.612,22.07,68.06,0.161,-0.096,Urban,0
95,2674,8,Boreal,540.38,-0.421,22.08,75.32,0.166,-0.004,Forest,1
29,2535,10,Savanna,508.85,0.928,18.96,80.81,0.337,-0.1,Forest,1
137,2811,6,Temperate,574.75,1.067,22.89,108.87,0.247,0.153,Grassland,0
192,2416,1,Savanna,479.93,0.561,19.0,114.31,0.342,0.192,Forest,1
157,2096,6,Mediterranean,403.3,0.942,14.7,94.09,0.265,0.345,Grassland,0
3,2750,4,Mediterranean,560.25,0.311,20.91,146.72,0.333,0.226,Grassland,0
132,2127,9,Savanna,411.69,-0.403,15.25,88.41,0.253,0.176,Forest,0
192,2749,5,Savanna,559.15,-1.005,21.33,107.55,0.474,0.162,Grassland,0
59,2654,12,Temperate,537.6,-0.024,21.63,109.07,0.169,0.133,Forest,0
110,2759,3,Tropical,563.63,-0.758,19.97,128.83,0.407,0.235,Forest,1
135,2127,12,Boreal,411.76,-0.444,14.66,109.32,0.118,0.237,Urban,0
59,2771,8,Temperate,564.3,1.006,21.99,84.99,0.226,0.059,Grassland,0
117,2459,10,Boreal,489.21,-0.181,18.23,92.07,0.138,0.032,Forest,1
5,2217,2,Temperate,431.8,0.428,15.63,124.3,0.329,0.431,Forest,0
127,2510,8,Savanna,502.07,0.599,20.39,62.6,0.195,0.053,Grassland,0
141,2761,10,Mediterranean,563.06,0.841,20.84,80.5,0.065,-0.034,Forest,0
58,2621,7,Savanna,529.68,1.061,20.87,61.01,0.205,0.069,Grassland,0
177,2181,6,Tropical,422.48,0.946,15.22,111.46,0.467,0.52,Forest,1
190,2665,11,Temperate,539.47,1.015,19.64,82.67,0.42,-0.1,Forest,0
151,2195,12,Tropical,427.57,0.883,16.96,107.72,0.489,0.33,Forest,1
177,2764,10,Tropical,563.68,-0.125,22.66,76.89,0.432,0.034,Forest,0
102,2291,11,Savanna,450.82,0.694,17.39,101.31,0.571,-0.029,Grassland,0
134,2177,11,Boreal,422.03,-0.238,17.1,72.57,0.296,0.141,Grassland,0
80,2123,5,Mediterranean,408.99,-0.94,14.09,122.28,0.329,0.443,Urban,0
193,2232,10,Temperate,436.44,-0.35,15.46,95.72,0.169,0.202,Urban,0
43,2403,8,Temperate,477.24,-1.275,18.22,95.03,0.284,0.114,Forest,1
180,2815,1,Tropical,575.57,0.264,22.61,112.78,0.119,0.365,Forest,1
134,2827,11,Boreal,577.46,-0.377,21.86,88.04,0.166,-0.063,Forest,0
162,2396,11,Mediterranean,475.04,0.609,17.15,104.42,0.231,0.036,Grassland,0
191,2599,4,Mediterranean,522.42,-0.708,19.16,114.31,0.145,0.298,Forest,1
41,2503,6,Tropical,500.57,-0.807,20.32,106.98,0.229,0.389,Urban,0
36,2803,1,Boreal,573.28,-0.304,22.76,103.7,0.502,-0.1,Forest,1
45,2287,2,Tropical,450.38,0.419,16.5,103.32,0.145,0.492,Forest,0
149,2679,2,Savanna,542.95,-0.882,19.92,131.83,0.284,0.174,Forest,1
165,2647,2,Temperate,534.76,0.68,22.26,125.56,0.394,0.147,Forest,0
20,2301,9,Temperate,453.42,0.849,17.51,65.75,0.203,0.123,Grassland,0
152,2162,9,Tropical,419.41,-0.101,16.1,83.9,0.301,0.421,Forest,1
155,2046,4,Tropical,393.05,0.784,15.37,-140.55,0.126,0.622,Forest,1
64,2355,5,Temperate,464.82,0.782,17.88,112.01,0.352,0.318,Forest,1
163,2096,12,Tropical,401.44,0.493,16.33,122.64,0.017,0.556,Forest,1
184,2132,1,Temperate,411.19,0.677,16.15,107.91,0.33,0.304,Grassland,0
151,2512,8,Tropical,501.25,-0.074,18.37,74.0,0.526,0.183,Forest,1
120,2810,1,Temperate,575.51,0.296,21.22,108.44,0.33,0.102,Grassland,0
37,2486,6,Mediterranean,495.08,0.61,19.0,87.6,0.042,0.283,Urban,0
61,2438,6,Savanna,486.2,-0.995,17.7,75.51,0.302,0.214,Urban,1
39,2436,8,Temperate,484.36,1.082,20.89,103.02,0.076,0.164,Grassland,0
113,2659,6,Boreal,538.21,-0.882,18.61,87.49,0.16,0.107,Forest,1
162,2763,7,Mediterranean,562.76,-0.699,20.29,97.54,0.228,0.055,Grassland,0
198,2133,3,Mediterranean,411.58,-0.625,15.36,138.59,0.262,0.458,Grassland,0
182,2598,7,Tropical,524.09,-1.266,19.76,105.95,0.338,0.245,Forest,0
100,2025,1,Savanna,386.33,0.031,13.89,108.25,0.3,0.296,Forest,0
60,2805,1,Temperate,573.47,0.03,22.7,124.41,0.544,-0.058,Forest,0
147,2578,12,Boreal,519.58,-1.051,18.79,114.39,0.279,0.013,Forest,0
194,2316,3,Savanna,455.85,1.203,18.12,109.59,0.35,0.37,Grassland,1
172,2381,1,Temperate,471.47,0.854,16.73,147.65,0.106,0.312,Forest,1
135,2361,4,Boreal,465.6,0.956,19.6,120.53,0.061,0.284,Grassland,0
58,2238,3,Savanna,438.05,-0.773,14.75,137.98,0.131,0.458,Urban,0
94,2474,7,Tropical,493.62,-0.632,19.35,67.17,0.206,0.324,Forest,1
142,2261,11,Savanna,442.3,0.686,16.97,91.43,0.174,0.017,Urban,0
159,2113,4,Boreal,407.42,-0.3,15.15,131.73,0.449,0.341,Grassland,0
133,2377,10,Mediterranean,470.64,-0.127,18.74,90.54,0.48,-0.094,Grassland,0
149,2812,6,Savanna,573.39,0.461,21.93,112.63,0.22,0.089,Grassland,0
87,2473,12,Tropical,493.67,-0.847,18.02,112.57,0.244,,Forest,1
86,2040,7,Tropical,387.15,0.484,14.39,88.19,0.194,0.542,Forest,1
36,2653,1,Boreal,539.8,-0.572,20.99,113.65,0.346,-0.007,Grassland,0
154,2796,3,Boreal,570.74,1.126,23.54,106.08,0.206,0.102,Forest,0
100,2491,9,Savanna,497.24,0.7,19.08,90.65,0.315,-0.082,Urban,0
116,2676,5,Temperate,543.08,1.017,20.23,92.21,0.294,0.191,Urban,0
162,2613,7,Mediterranean,528.51,-0.992,18.62,85.44,0.161,0.168,Grassland,1
152,2096,1,Tropical,402.9,0.992,15.99,92.38,0.373,0.483,Forest,0
182,2448,7,Tropical,487.32,-0.747,18.08,71.43,0.291,0.284,Forest,0
141,2811,10,Mediterranean,574.98,0.851,22.91,58.86,0.125,-0.1,Urban,0
24,2452,1,Tropical,488.09,0.976,16.87,112.82,0.457,0.293,Forest,1
7,2733,12,Boreal,555.43,-0.719,20.25,129.28,0.01,0.08,Forest,1
186,2432,3,Mediterranean,484.3,1.05,19.76,128.26,0.396,0.237,Grassland,0
9,2700,10,Mediterranean,547.42,0.961,20.68,91.66,0.194,-0.079,Grassland,0
189,2515,10,Boreal,503.0,0.63,17.92,68.29,0.212,0.001,Forest,1
102,2808,7,Savanna,572.39,-0.999,21.39,78.41,0.47,-0.1,Forest,0
69,2689,2,Savanna,545.47,-0.629,20.3,128.89,0.337,0.129,Grassland,1
114,2442,11,Tropical,486.63,-0.284,18.59,82.87,0.211,0.358,Grassland,0
103,2825,4,Temperate,577.85,0.278,21.63,113.87,0.434,0.124,Urban,0
65,2055,6,Savanna,392.64,0.413,14.54,87.77,0.647,0.347,Grassland,0
153,2279,6,Tropical,448.82,-0.583,17.03,103.18,0.106,0.505,Urban,0
51,2737,8,Savanna,558.71,-0.294,21.16,65.86,0.169,-0.076,Grassland,0
61,2671,10,Savanna,542.69,0.672,21.06,88.42,0.385,-0.1,Grassland,0
42,2053,7,Savanna,393.07,-0.784,13.66,74.27,0.404,0.276,Forest,0
42,2770,3,Savanna,565.41,0.273,21.49,128.11,0.294,0.269,Grassland,0
176,2014,9,Boreal,383.57,-0.371,14.52,103.17,0.226,0.228,Forest,1
31,2535,12,Savanna,508.55,0.587,20.35,105.54,0.266,0.044,Grassland,0
110,2825,11,Tropical,578.54,0.807,23.24,54.58,0.423,0.045,Urban,0
38,2286,7,Tropical,448.37,1.039,17.14,86.35,0.158,0.417,Urban,0
186,2065,7,Mediterranean,395.91,0.345,16.47,88.69,0.352,0.225,Forest,0
191,2532,8,Mediterranean,506.09,-0.023,18.22,89.31,0.081,0.109,Forest,0
65,2755,6,Savanna,561.61,0.418,22.23,79.43,0.447,-0.012,Grassland,0
127,2827,4,Savanna,577.56,0.59,22.36,119.55,0.272,0.226,Grassland,0
2,2266,11,Boreal,444.24,0.939,16.36,87.16,0.173,0.152,Forest,1
3,2400,4,Mediterranean,476.39,0.159,18.62,135.52,0.312,0.368,Grassland,0
35,2652,12,Mediterranean,533.29,-0.268,20.66,75.8,0.657,-0.1,Grassland,0
140,2661,9,Tropical,538.21,0.662,21.13,54.83,0.31,0.105,Urban,0
91,2007,8,Tropical,380.38,0.121,14.63,113.52,0.112,0.553,Forest,0
162,2480,3,Mediterranean,494.85,-0.218,20.19,78.08,0.143,0.302,Forest,1
27,2752,4,Temperate,560.41,0.458,22.27,85.87,0.365,0.176,Grassland,0
104,2792,1,Tropical,9999.0,0.558,22.18,119.81,0.42,0.171,Forest,1
37,2686,6,Mediterranean,546.68,0.757,20.69,94.14,0.066,0.245,Urban,0
171,2164,4,Tropical,418.47,-0.671,15.92,104.29,0.62,0.449,Forest,1
105,2242,2,Mediterranean,438.17,0.413,15.53,104.08,0.338,0.283,Grassland,0
130,2044,3,Boreal,389.88,-1.168,14.7,99.99,0.236,0.378,Forest,1
35,2302,12,Mediterranean,453.49,-0.573,15.91,118.34,0.632,0.03,Forest,0
196,2083,1,Boreal,397.8,-0.538,15.13,109.24,0.241,0.294,Forest,1
52,2487,9,Savanna,496.56,-0.029,17.46,103.76,0.318,-0.005,Forest,1
26,2352,3,Boreal,464.52,0.192,16.51,101.11,0.121,0.29,Forest,1
16,2468,1,Savanna,491.79,-0.329,18.24,96.49,0.227,0.179,Forest,1
112,2192,9,Mediterranean,424.76,-0.025,15.41,67.46,0.326,0.075,Forest,1
154,2179,7,Boreal,422.0,-0.516,15.37,81.58,0.201,0.239,Forest,0
117,2443,2,Boreal,487.1,-0.917,16.62,118.09,0.244,0.157,Forest,1
27,2118,12,Temperate,410.81,-0.935,16.34,94.08,0.236,0.251,Forest,1
30,2719,3,Boreal,9999.0,-0.311,20.89,116.41,0.122,0.229,Forest,1
32,2502,9,Savanna,501.1,-0.133,18.86,87.91,0.001,0.101,Forest,0
15,2367,12,Temperate,468.46,-0.413,17.02,107.23,0.295,0.191,Urban,0
18,2734,11,Tropical,555.49,-0.429,20.64,87.69,0.564,-0.013,Urban,1
85,2257,2,Tropical,442.47,0.531,17.18,125.13,0.206,0.515,Forest,0
198,2649,11,Mediterranean,533.38,-0.091,21.83,71.66,0.324,-0.1,Urban,0
153,2762,10,Tropical,562.53,-0.251,22.22,99.9,0.093,0.318,Forest,0
9,2684,2,Mediterranean,543.71,-1.009,19.62,90.25,0.024,0.194,Forest,1
173,2797,10,Savanna,572.21,-0.556,19.93,85.87,0.074,-0.022,Grassland,1
134,2794,7,Boreal,571.69,-0.608,20.51,79.81,0.192,-0.0,Grassland,0
95,2041,4,Boreal,389.29,0.931,14.97,123.96,0.285,0.399,Forest,1
149,2312,6,Savanna,454.85,0.439,17.19,104.38,0.163,0.341,Forest,1
121,2193,6,Savanna,426.51,-0.95,14.78,99.32,0.186,0.392,Grassland,0
67,2355,8,Temperate,464.73,0.495,17.73,93.3,0.273,0.194,Forest,1
5,2283,10,Temperate,447.13,-1.019,16.53,94.57,0.121,0.211,Grassland,0
151,2012,8,Tropical,384.83,0.185,15.11,97.09,0.498,0.417,Urban,0
169,2614,2,Savanna,528.23,-0.857,19.62,124.31,0.299,0.225,Forest,1
94,2057,11,Tropical,394.9,-0.188,13.9,103.51,0.23,0.497,Grassland,0
17,2368,2,Mediterranean,468.26,-0.64,18.4,91.34,0.22,0.222,Grassland,0
97,2474,10,Temperate,492.47,-0.5,17.14,71.38,0.381,-0.047,Urban,0
138,2144,11,Temperate,416.26,-0.796,14.25,109.95,0.274,0.255,Grassland,0
1,2250,2,Mediterranean,439.3,-0.048,17.11,124.51,0.391,0.277,Forest,1
167,2013,12,Boreal,382.36,-1.01,13.7,135.47,0.0,0.34,Forest,1
111,2509,4,Boreal,503.86,-0.711,18.07,146.17,0.288,0.263,Grassland,0
22,2385,3,Savanna,471.89,0.381,17.36,135.53,0.162,,Urban,0
