time_index,year,month,region,co2_ppm,enso_index,volcanic_activity,ocean_heat_index,temperature_anomaly,rainfall_mm,humidity_pct
3698,2208,3,Polar,361.76,-1.083,0.0,2.802,-2.678,40.78,67.87
70,1905,11,Tropics,295.65,0.91,0.0,3.76,0.802,221.93,84.57
544,1945,5,Tropics,302.71,0.277,0.0,3.025,0.53,138.25,84.48
1204,2000,5,Polar,315.69,0.602,0.0,3.373,-0.644,35.01,61.75
3078,2156,7,Tropics,352.67,0.847,0.3,4.367,1.197,140.81,78.57
9106,2658,11,Temperate,458.01,-1.248,0.0,3.589,3.326,121.67,65.32
9120,2660,1,Temperate,458.26,-0.226,0.0,4.491,1.8,100.58,71.09
9680,2706,9,Polar,470.36,0.759,0.0,5.245,2.187,47.63,59.04
6180,2415,1,Coastal,408.14,0.63,0.0,4.474,0.964,130.75,81.62
8329,2594,2,Polar,445.71,-0.645,0.0,4.16,-2.486,47.42,60.77
4284,2257,1,Coastal,371.68,0.455,0.0,4.0,1.887,142.26,88.76
4007,2233,12,Coastal,9999.0,-0.923,0.0,2.948,1.043,164.1,87.26
8713,2626,2,Inland,450.4,0.66,0.0,4.808,2.8,90.97,56.68
877,1973,2,Temperate,311.54,-0.389,0.0,2.653,0.86,111.6,65.16
8060,2571,9,Temperate,439.1,0.48,0.0,4.613,3.106,122.8,71.4
196,1916,5,Polar,302.09,1.226,0.0,3.727,-1.538,38.84,65.66
9746,2712,3,Tropics,471.04,0.115,0.0,4.926,2.233,144.15,80.47
4010,2234,3,Temperate,369.43,-0.923,0.0,3.336,-0.17,74.74,72.1
9962,2730,3,Tropics,475.54,0.313,0.0,4.992,2.202,139.87,76.79
2571,2114,4,Inland,339.56,-1.107,0.6,2.219,-1.173,66.51,55.17
3753,2212,10,Tropics,362.37,-0.331,0.0,3.093,1.581,239.41,84.85
9247,2670,8,Inland,463.28,0.545,0.0,4.897,1.75,81.92,56.85
8628,2619,1,Inland,450.85,-1.153,0.6,3.287,0.468,99.21,56.9
9368,2680,9,Polar,463.46,0.939,0.0,5.424,1.65,53.74,66.28
6159,2413,4,Inland,405.78,-1.003,0.0,3.053,0.777,66.03,60.23
4791,2299,4,Tropics,380.96,-0.956,0.0,3.347,0.844,156.13,84.69
5337,2344,10,Tropics,386.71,-0.219,0.0,3.856,1.722,229.65,87.12
3024,2152,1,Inland,348.78,0.509,0.0,3.629,0.298,108.06,59.36
2718,2126,7,Inland,344.34,1.486,0.0,4.583,1.727,106.58,54.71
8655,2621,4,Tropics,449.72,1.069,0.0,5.533,1.922,102.46,79.63
6916,2476,5,Temperate,420.47,0.761,0.0,4.901,1.74,108.47,64.94
3984,2232,1,Tropics,367.2,0.721,0.0,4.41,1.696,197.6,84.63
7308,2509,1,Temperate,427.32,-0.979,0.0,3.516,1.202,113.4,67.21
5953,2396,2,Temperate,400.76,1.056,0.0,4.926,0.882,115.59,68.38
3844,2220,5,Inland,365.24,0.381,0.0,3.54,1.33,93.74,58.17
2682,2123,7,Coastal,342.62,-0.589,0.0,2.606,0.101,123.39,81.29
4024,2235,5,Coastal,366.89,0.539,0.0,3.98,-0.135,87.91,84.56
8715,2626,4,Temperate,452.08,0.676,0.0,4.931,0.303,80.25,69.77
3139,2161,8,Inland,351.29,0.847,0.0,3.967,2.245,110.89,56.9
4237,2253,2,Tropics,371.74,-0.632,0.0,3.511,1.111,183.73,81.45
218,1918,3,Tropics,299.79,-0.543,0.0,2.482,0.23,173.05,89.03
6618,2451,7,Temperate,413.14,1.327,0.0,5.27,1.668,112.0,71.65
9606,2700,7,Temperate,468.91,0.57,0.0,5.272,2.212,124.97,70.7
5268,2339,1,Polar,389.55,-0.79,0.0,3.528,-0.125,58.07,63.65
2543,2111,12,Inland,342.06,0.469,0.0,4.233,0.303,117.19,64.31
2870,2139,3,Polar,345.93,-0.711,0.0,2.662,-2.479,46.83,64.93
1244,2003,9,Tropics,317.94,-1.019,0.0,2.315,0.17,225.07,80.98
420,1935,1,Temperate,301.24,0.028,0.0,2.899,-0.835,94.9,74.39
6227,2418,12,Temperate,407.47,-0.888,0.0,3.491,1.984,106.06,64.37
2058,2071,7,Coastal,334.07,0.949,0.0,3.837,5.335,94.18,88.46
8493,2607,10,Coastal,449.13,-0.586,0.0,4.289,1.253,146.25,84.91
6434,2436,3,Inland,411.04,0.864,0.0,4.735,0.162,92.49,57.25
3422,2185,3,Inland,356.84,0.262,0.0,4.182,1.293,104.44,61.15
4510,2275,11,Tropics,376.64,0.941,0.0,4.387,1.928,228.27,82.07
1166,1997,3,Inland,315.12,0.338,0.0,3.475,2.123,82.31,64.2
254,1921,3,Tropics,300.11,0.939,0.0,4.115,0.326,149.75,85.97
415,1934,8,Inland,301.71,-0.631,0.0,2.535,-1.055,92.52,57.77
9175,2664,8,Temperate,458.92,-0.752,0.3,4.048,2.315,105.21,69.96
3469,2189,2,Polar,358.37,-1.064,0.0,3.026,-1.251,52.48,62.64
3050,2154,3,Polar,350.13,-0.884,0.0,2.543,-2.322,34.4,63.04
759,1963,4,Temperate,308.88,-0.844,0.0,2.609,-0.696,79.63,65.5
1385,2015,6,Inland,318.49,0.331,0.0,3.035,0.486,64.83,59.55
654,1954,7,Inland,307.72,-0.597,0.0,2.225,2.042,73.25,58.44
1201,2000,2,Coastal,315.4,0.181,0.0,3.433,0.152,94.8,91.54
2413,2101,2,Polar,338.61,1.06,0.0,4.586,-1.181,59.22,64.05
5579,2364,12,Coastal,393.22,-0.014,0.0,4.006,0.931,151.64,90.96
5993,2399,6,Tropics,403.6,-0.721,0.0,3.353,1.367,128.19,79.4
5294,2341,3,Coastal,390.41,0.97,0.0,4.617,0.487,110.79,88.84
3055,2154,8,Temperate,350.54,-0.234,0.0,3.531,1.215,99.91,71.1
2830,2135,11,Inland,346.51,0.577,0.0,3.582,2.324,-104.22,102.58200000000001
2970,2147,7,Polar,348.48,-0.018,0.0,3.279,-1.014,36.5,64.17
328,1927,5,Temperate,302.07,0.215,0.0,3.244,-0.617,100.26,67.65
4270,2255,11,Polar,372.09,0.527,0.0,4.215,-0.987,56.23,65.74
5994,2399,7,Temperate,403.43,-0.54,0.0,3.604,1.408,97.83,71.55
4392,2266,1,Coastal,373.28,1.011,0.0,4.471,1.309,161.35,85.78
2063,2071,12,Temperate,332.82,0.435,0.0,3.694,0.905,138.53,71.23
8301,2591,10,Temperate,446.26,0.543,0.0,5.254,3.0,139.13,69.43
9013,2651,2,Coastal,455.3,0.909,0.0,5.171,2.135,123.23,85.49
9329,2677,6,Temperate,464.01,0.217,0.0,4.759,1.158,89.96,63.04
5169,2330,10,Inland,387.43,1.038,0.0,4.694,3.004,102.94,54.11
4429,2269,2,Tropics,374.05,-1.117,0.0,2.88,0.666,205.67,86.34
1281,2006,10,Temperate,318.65,0.331,0.0,3.14,1.111,131.04,74.82
3381,2181,10,Tropics,353.53,1.407,0.0,4.749,1.699,201.26,80.42
2636,2119,9,Temperate,343.31,-0.442,0.0,2.996,1.356,122.7,74.12
3328,2177,5,Inland,353.37,0.143,0.3,3.266,-0.969,65.2,63.54
6436,2436,5,Temperate,409.52,1.346,0.0,5.23,1.877,82.57,63.83
5018,2318,3,Coastal,384.96,-0.664,0.0,3.419,0.206,118.32,86.01
7324,2510,5,Tropics,427.25,0.902,1.0,4.934,1.468,131.21,78.91
3795,2216,4,Polar,363.77,1.349,0.0,4.609,-0.911,22.8,58.93
2663,2121,12,Tropics,341.44,0.577,0.0,3.971,1.429,220.2,88.08
8282,2590,3,Tropics,443.69,0.233,0.0,4.648,2.653,156.45,85.49
1282,2006,11,Inland,316.49,0.644,0.0,3.78,1.947,104.06,57.28
4148,2245,9,Inland,369.4,0.733,0.0,4.476,2.302,96.63,58.81
1362,2013,7,Coastal,316.86,-1.029,0.0,2.565,-0.2,123.6,79.17
1437,2019,10,Tropics,320.24,-0.325,0.0,2.771,1.07,225.74,88.42
9628,2702,5,Coastal,468.86,0.539,0.0,4.994,1.354,88.31,81.0
3441,2186,10,Tropics,357.38,0.576,0.0,4.031,2.128,218.88,80.85
56,1904,9,Coastal,297.27,-0.243,0.0,2.984,0.302,164.43,86.27
4597,2283,2,Inland,376.03,-0.52,0.0,3.185,0.783,76.13,51.85
8479,2606,8,Tropics,447.8,0.865,0.0,5.428,6.654999999999999,175.68,89.04
5365,2347,2,Inland,391.84,0.374,0.0,4.05,1.405,101.95,59.0
1844,2053,9,Inland,327.8,-0.685,0.0,2.713,1.003,104.79,53.21
5515,2359,8,Tropics,395.32,-0.592,0.0,3.586,0.959,177.44,78.96
8573,2614,6,Temperate,450.53,-0.7,0.0,4.136,1.325,89.77,70.28
6263,2421,12,Polar,408.71,0.837,0.0,4.911,0.369,50.3,60.75
2880,2140,1,Polar,346.52,0.123,0.0,3.666,-2.105,38.14,61.66
1743,2045,4,Tropics,325.14,0.169,0.0,3.561,0.532,131.24,79.9
8398,2599,11,Polar,448.9,0.016,0.0,4.486,1.652,45.5,57.36
4169,2247,6,Temperate,369.23,-0.088,0.0,3.384,1.037,84.12,64.14
5197,2333,2,Inland,389.37,-0.602,0.0,3.373,0.965,-89.93,112.428
8993,2649,6,Inland,456.22,-0.523,0.0,4.479,0.419,69.13,58.71
740,1961,9,Temperate,309.07,0.736,0.0,3.451,0.633,120.67,68.96
9066,2655,7,Temperate,457.7,0.803,0.0,5.096,2.29,95.98,69.74
1624,2035,5,Tropics,324.32,0.267,0.0,3.504,0.592,125.53,82.71
524,1943,9,Inland,304.44,-0.804,0.0,2.689,0.352,89.09,61.71
7999,2566,8,Polar,439.25,0.755,0.0,4.832,2.095,50.22,61.26
4419,2268,4,Inland,374.31,-0.99,0.0,3.061,-1.63,64.83,61.91
5426,2352,3,Polar,392.79,0.57,0.0,4.323,-2.77,57.12,64.86
6689,2457,6,Tropics,415.0,-0.155,0.0,3.533,1.704,149.51,82.76
7382,2515,3,Inland,429.18,0.238,0.0,4.39,2.294,84.9,58.01
435,1936,4,Coastal,9999.0,0.838,0.0,3.599,-1.21,105.44,83.82
2960,2146,9,Temperate,348.93,0.611,0.0,4.064,1.062,130.52,68.67
308,1925,9,Inland,300.05,1.351,0.0,4.603,0.215,109.05,56.91
1565,2030,6,Tropics,322.74,0.803,0.0,3.766,0.82,119.6,76.26
2631,2119,4,Coastal,344.66,-0.881,0.0,2.645,-0.206,111.73,83.21
5597,2366,6,Polar,394.83,0.784,0.0,4.591,-0.833,60.97,60.17
9477,2689,10,Tropics,465.12,-0.208,0.0,4.403,2.998,215.15,85.82
401,1933,6,Inland,299.41,-0.806,0.0,2.153,0.97,68.64,62.63
3826,2218,11,Tropics,362.9,-0.74,0.0,3.363,1.672,231.06,83.69
881,1973,6,Inland,308.67,-0.58,0.0,2.954,-1.126,61.93,58.09
3997,2233,2,Inland,367.31,-0.784,0.0,2.79,-1.414,96.1,59.0
7118,2493,3,Polar,423.75,-0.737,0.0,3.55,-1.554,34.61,74.72
3265,2172,2,Coastal,354.94,0.492,0.0,3.828,0.772,127.04,80.51
8406,2600,7,Polar,446.86,0.636,0.0,5.142,0.343,60.59,64.83
5009,2317,6,Coastal,385.61,0.313,0.0,3.882,1.203,104.88,81.41
5736,2378,1,Inland,397.16,-0.683,0.0,3.466,1.258,98.04,59.95
5554,2362,11,Temperate,394.72,-0.145,0.0,3.612,1.313,148.1,70.3
288,1924,1,Polar,301.0,-1.06,0.0,2.601,-2.395,46.93,64.49
5564,2363,9,Polar,394.06,-1.127,0.0,2.961,-0.319,65.96,64.69
8324,2593,9,Inland,443.79,-0.71,0.0,4.08,0.623,85.48,54.57
2623,2118,8,Temperate,340.95,-1.043,0.0,2.376,-0.016,101.43,66.7
8859,2638,4,Tropics,452.77,-1.066,0.0,4.082,1.804,149.88,81.21
476,1939,9,Coastal,304.26,-0.26,0.0,2.977,0.412,154.72,87.44
8591,2615,12,Inland,451.53,0.48,0.0,4.986,4.171,102.35,55.8
9713,2709,6,Inland,470.72,-1.072,0.0,3.883,1.859,-69.79,114.714
6522,2443,7,Polar,412.7,-0.531,0.0,3.803,1.122,43.25,59.06
3111,2159,4,Coastal,349.83,-0.632,0.0,2.999,-0.165,100.38,87.75
9470,2689,3,Tropics,463.5,-1.133,0.0,3.96,2.218,157.73,81.95
737,1961,6,Coastal,310.16,1.296,0.0,4.33,-0.017,94.23,82.62
3133,2161,2,Coastal,352.25,0.617,0.0,3.962,0.888,114.85,84.97
8047,2570,8,Coastal,440.78,0.731,0.0,4.987,1.309,123.04,79.52
6551,2445,12,Temperate,414.54,0.772,0.0,4.683,1.311,139.26,68.1
5407,2350,8,Temperate,393.57,0.975,0.0,4.798,2.034,-105.02,124.02000000000001
5563,2363,8,Tropics,394.41,-1.272,0.0,2.608,1.583,204.04,85.3
5328,2344,1,Tropics,390.59,-1.287,0.0,2.63,1.192,201.14,84.9
6718,2459,11,Tropics,415.26,-0.253,0.0,4.12,2.157,233.07,80.77
5118,2326,7,Coastal,389.11,1.541,0.0,4.974,1.324,-98.78,143.442
4619,2284,12,Tropics,378.7,-0.486,0.0,3.408,1.341,225.95,87.9
3689,2207,6,Inland,362.29,0.02,0.0,3.827,-2.638,89.66,60.82
7716,2543,1,Polar,432.4,-0.833,0.0,3.854,0.317,41.44,60.26
1839,2053,4,Tropics,326.71,-0.895,0.0,2.761,0.697,152.08,79.07
1995,2066,4,Tropics,329.8,1.029,0.0,4.172,0.844,114.29,85.37
2399,2099,12,Tropics,339.75,-0.311,0.0,3.081,1.071,214.83,84.34
6510,2442,7,Polar,410.93,-0.195,0.0,4.017,-1.21,63.2,64.37
9356,2679,9,Polar,463.97,-0.293,0.0,4.483,1.4,56.7,61.03
4119,2243,4,Inland,369.15,-0.797,0.0,3.279,-1.235,76.26,60.66
5894,2391,3,Polar,400.51,1.479,0.0,5.38,-0.96,39.44,59.56
800,1966,9,Polar,310.82,0.691,0.0,3.709,0.247,55.55,60.49
8423,2601,12,Temperate,448.14,0.823,0.0,5.353,3.478,115.84,67.28
7680,2540,1,Polar,434.16,0.13,0.0,4.469,-0.06,72.02,60.29
1405,2017,2,Coastal,318.42,0.729,0.0,3.975,-0.627,115.1,92.38
5431,2352,8,Tropics,392.85,-0.268,0.0,3.921,1.227,185.9,84.69
69,1905,10,Coastal,296.64,0.982,0.0,3.708,0.538,143.76,80.62
9543,2695,4,Tropics,464.96,0.362,0.0,5.047,1.641,123.55,81.42
2759,2129,12,Coastal,343.43,-0.34,0.0,3.143,1.101,164.32,81.58
8294,2591,3,Inland,442.27,0.71,0.0,5.058,1.959,82.01,58.67
1586,2032,3,Tropics,323.93,0.152,0.0,3.802,0.538,150.93,82.78
6666,2455,7,Tropics,416.53,0.751,0.0,4.411,1.709,134.26,79.14
8014,2567,11,Polar,437.79,-0.234,0.0,4.544,0.928,60.63,57.68
1074,1989,7,Inland,316.08,-0.918,0.0,2.614,0.957,69.36,56.66
3063,2155,4,Inland,351.51,0.166,0.0,3.552,-1.346,77.84,60.21
6487,2440,8,Coastal,411.54,1.06,0.0,5.054,2.799,125.04,84.01
4705,2292,2,Polar,379.62,0.465,0.0,4.036,-1.312,54.82,53.72
9069,2655,10,Tropics,458.32,0.8,0.0,5.476,2.881,218.95,75.38
2603,2116,12,Coastal,343.11,0.571,0.0,3.921,1.273,154.12,84.27
7738,2544,11,Inland,434.54,0.069,0.0,4.451,3.426,123.39,58.58
1579,2031,8,Inland,322.66,1.137,0.0,4.08,0.225,76.39,53.42
5058,2321,7,Coastal,384.78,1.468,0.0,4.832,1.66,105.89,84.0
5753,2379,6,Temperate,398.47,-0.999,0.0,3.058,0.453,82.82,70.13
3548,2195,9,Temperate,359.39,0.913,0.0,4.798,2.046,132.24,74.78
409,1934,2,Coastal,303.15,-0.824,0.0,2.394,-0.137,131.83,87.44
4097,2241,6,Temperate,368.33,1.155,0.0,4.544,-0.466,83.81,78.51
6461,2438,6,Coastal,411.12,-0.771,0.0,3.717,0.909,114.96,84.75
5601,2366,10,Inland,396.81,0.744,0.0,4.733,1.608,103.66,58.9
5231,2335,12,Polar,388.92,1.003,0.0,4.584,0.85,65.17,63.76
3777,2214,10,Temperate,365.27,-0.531,0.0,2.826,1.981,124.38,71.23
2726,2127,3,Tropics,344.96,0.465,0.0,4.086,0.605,147.06,81.61
477,1939,10,Tropics,304.34,-0.807,0.0,2.326,0.783,215.81,83.65
1329,2010,10,Tropics,318.86,0.752,0.0,4.04,1.076,225.06,85.36
4035,2236,4,Temperate,367.75,0.951,0.0,4.71,-0.083,92.87,74.24
9642,2703,7,Temperate,468.55,-0.723,0.0,4.179,2.009,90.0,63.7
1777,2048,2,Tropics,325.63,-1.174,0.0,2.068,0.121,209.35,89.84
6096,2408,1,Coastal,402.74,-0.566,0.0,3.969,1.343,143.27,87.14
751,1962,8,Coastal,307.53,-0.224,0.0,2.998,0.632,136.7,86.99
5792,2382,9,Tropics,398.55,-0.327,0.0,4.141,2.281,207.87,86.38
4060,2238,5,Coastal,368.37,-1.054,0.0,2.875,-0.212,110.49,87.16
9041,2653,6,Temperate,458.37,-1.077,0.0,3.477,0.554,70.56,67.3
6030,2402,7,Inland,404.92,0.031,0.0,4.168,1.38,74.12,58.58
5898,2391,7,Coastal,401.41,0.691,0.0,4.734,1.973,99.04,83.7
9338,2678,3,Tropics,463.65,-0.9,0.0,4.008,1.647,146.34,79.06
9160,2663,5,Temperate,461.93,-0.875,0.0,3.871,0.951,80.82,61.48
9996,2733,1,Polar,472.62,-0.592,0.0,3.964,1.094,71.35,63.03
5151,2329,4,Polar,388.11,-0.912,0.0,3.243,-1.219,36.53,61.97
468,1939,1,Tropics,301.69,-1.114,0.0,2.094,0.038,206.58,81.6
1545,2028,10,Tropics,324.67,-1.178,0.0,2.005,0.125,234.28,83.14
6311,2425,12,Temperate,408.22,0.771,0.0,4.691,1.773,138.06,70.11
2683,2123,8,Temperate,345.98,-0.85,0.0,3.0,-0.065,108.38,70.7
8966,2647,3,Inland,456.78,0.252,0.0,4.464,-0.463,90.35,60.23
6181,2415,2,Tropics,405.18,0.095,0.0,4.29,1.253,162.39,82.14
1025,1985,6,Inland,316.7,1.026,0.0,4.184,-0.211,72.14,55.32
5112,2326,1,Coastal,386.91,0.824,0.0,4.423,1.917,118.71,88.03
8562,2613,7,Tropics,447.67,-0.8,0.0,3.959,2.351,176.32,82.73
5368,2347,5,Coastal,392.18,0.347,0.0,4.313,0.361,100.76,86.02
2354,2096,3,Polar,339.19,0.975,0.0,4.427,-1.603,33.99,
7278,2506,7,Inland,424.44,1.135,0.0,5.69,0.952,80.84,55.57
3602,2200,3,Polar,362.51,0.147,0.0,4.035,-2.328,53.53,68.75
773,1964,6,Temperate,311.29,-0.691,0.0,2.78,-0.881,58.55,66.67
6773,2464,6,Inland,416.9,-0.555,1.0,3.449,-0.149,68.24,57.33
8809,2634,2,Polar,453.05,-0.426,0.0,3.949,-0.585,57.96,59.33
3382,2181,11,Coastal,354.61,0.324,0.0,3.857,1.264,160.47,86.23
641,1953,6,Inland,306.48,-0.868,0.0,2.105,0.262,61.22,58.13
4233,2252,10,Tropics,369.98,-0.173,0.0,3.994,1.893,226.48,81.89
3815,2217,12,Tropics,360.89,-0.664,0.0,2.863,1.396,248.41,82.05
4104,2242,1,Temperate,371.15,0.668,0.0,4.188,0.605,142.23,72.75
9925,2727,2,Inland,472.66,0.639,0.0,5.438,3.683,75.95,53.36
1108,1992,5,Polar,315.91,0.067,0.0,3.23,-1.506,40.01,63.84
3527,2193,12,Tropics,357.34,-1.005,0.0,2.505,0.943,226.53,81.04
3495,2191,4,Tropics,358.46,1.36,0.0,4.679,1.058,105.29,85.18
1420,2018,5,Tropics,319.44,-0.867,0.0,2.859,0.152,149.16,83.17
6923,2476,12,Tropics,420.03,0.705,0.0,5.098,2.347,212.25,75.98
3881,2223,6,Polar,364.29,-1.377,0.0,2.529,-2.351,40.16,59.79
8353,2596,2,Temperate,444.96,0.772,0.0,5.155,1.15,115.87,63.67
6245,2420,6,Polar,408.5,0.668,0.0,4.741,-0.148,27.97,60.05
4938,2311,7,Inland,384.91,0.708,0.0,5.003,0.996,86.03,56.36
6798,2466,7,Temperate,419.04,0.84,0.0,4.958,1.814,101.15,68.1
7812,2551,1,Tropics,436.12,0.783,0.0,5.28,2.359,197.77,82.7
1680,2040,1,Inland,323.92,-0.266,0.0,3.026,1.758,111.44,58.86
6715,2459,8,Coastal,416.46,-0.534,0.0,4.178,1.551,138.57,82.26
633,1952,10,Polar,306.65,-0.251,0.0,2.923,-0.266,51.4,63.82
2569,2114,2,Coastal,342.73,-0.706,0.0,2.955,-0.2,143.15,85.14
7359,2513,4,Polar,428.77,-1.156,0.0,3.469,-2.513,36.65,58.93
2166,2080,7,Polar,335.73,1.247,0.0,4.482,-1.027,34.17,62.29
8169,2580,10,Coastal,442.52,0.688,0.0,5.091,2.541,138.12,80.94
8845,2637,2,Temperate,453.98,0.582,0.0,4.811,1.949,110.88,66.48
2825,2135,6,Polar,346.55,0.226,0.0,4.043,-0.788,61.37,63.01
4087,2240,8,Inland,371.47,0.734,0.0,4.69,2.209,78.35,58.26
6243,2420,4,Temperate,407.24,0.026,0.0,3.842,-0.877,90.05,71.25
8364,2597,1,Temperate,444.52,0.901,0.0,5.084,1.471,135.06,70.59
3941,2228,6,Inland,367.17,-1.314,0.0,2.424,1.553,58.72,55.31
9179,2664,12,Inland,461.07,-0.11,0.0,4.56,4.811,111.11,59.16
8075,2572,12,Polar,439.45,-0.543,0.0,3.61,0.791,47.05,61.51
9195,2666,4,Temperate,458.51,1.455,0.0,5.762,1.229,117.25,67.18
4128,2244,1,Tropics,369.1,-0.978,0.0,2.628,1.189,214.12,86.54
1172,1997,9,Inland,314.43,0.129,0.0,3.581,3.557,115.23,56.36
8668,2622,5,Polar,452.05,-0.109,0.6,4.591,-1.447,30.52,61.18
4222,2251,11,Inland,373.22,0.709,0.0,4.32,1.725,108.83,58.23
4834,2302,11,Coastal,382.81,0.009,0.6,3.941,1.891,170.97,88.23
2576,2114,9,Coastal,343.25,-0.254,0.0,3.187,1.36,150.42,90.14
1989,2065,10,Temperate,329.6,0.752,0.0,3.861,0.689,126.47,62.39
6973,2481,2,Coastal,421.48,0.962,0.0,4.829,2.287,118.03,86.32
5836,2386,5,Inland,401.59,0.533,0.0,4.888,3.496,68.27,55.57
4532,2277,9,Coastal,375.82,-0.368,0.0,3.206,1.191,150.17,84.07
3209,2167,6,Tropics,352.12,0.478,0.0,3.983,1.368,-137.24,140.27400000000003
3855,2221,4,Inland,363.81,0.956,0.0,4.492,-0.748,86.2,59.86
2628,2119,1,Coastal,341.66,-1.173,0.0,1.97,0.101,153.66,88.09
7803,2550,4,Coastal,434.88,0.203,0.0,4.529,1.488,112.02,80.57
1410,2017,7,Polar,321.01,0.635,0.0,3.538,-4.591,55.67,62.21
8257,2588,2,Tropics,442.65,-0.731,0.0,3.711,1.901,170.11,82.6
7386,2515,7,Polar,427.14,0.594,0.0,4.906,0.973,36.26,58.83
4303,2258,8,Temperate,372.09,-1.388,0.0,2.911,1.105,-107.63,125.19
6750,2462,7,Polar,416.08,-0.016,0.0,4.371,0.896,27.92,60.8
6555,2446,4,Polar,412.68,1.224,0.0,5.356,-1.081,61.78,70.15
815,1967,12,Coastal,310.68,-0.783,0.0,2.724,0.104,167.57,95.26
2404,2100,5,Temperate,338.57,0.226,0.0,3.745,2.555,92.75,73.68
5397,2349,10,Tropics,391.71,-0.428,0.0,3.5,1.994,230.14,84.06
9956,2729,9,Inland,473.68,-0.026,0.0,4.638,2.422,109.34,59.44
2131,2077,8,Tropics,331.31,-0.024,0.0,3.138,1.103,156.94,75.8
1797,2049,10,Inland,327.5,-0.596,0.0,2.833,1.287,103.35,54.09
3090,2157,7,Inland,348.04,0.0,0.0,3.343,-0.857,94.32,62.1
4184,2248,9,Tropics,371.01,-1.238,0.0,2.616,1.164,228.11,82.94
4564,2280,5,Temperate,378.73,0.609,0.0,4.418,-0.329,100.94,72.05
5030,2319,3,Inland,386.06,-0.981,0.0,2.884,0.94,79.83,54.86
8048,2570,9,Tropics,438.99,1.084,0.0,5.535,2.762,194.85,79.81
122,1910,3,Inland,296.06,0.207,0.0,3.164,0.545,67.35,55.11
179,1914,12,Tropics,296.87,-0.122,0.0,2.849,0.885,221.52,84.2
9250,2670,11,Polar,460.27,1.276,0.0,5.514,2.385,73.79,59.88
8095,2574,8,Tropics,440.81,-0.975,0.0,3.725,2.259,179.64,80.49
6429,2435,10,Polar,409.98,0.592,0.0,4.683,1.737,64.2,61.56
9737,2711,6,Temperate,469.96,0.953,0.0,5.277,1.689,109.52,71.02
4992,2316,1,Inland,384.67,0.936,0.0,4.624,0.391,102.35,57.98
1157,1996,6,Tropics,313.13,1.059,0.0,3.875,0.556,121.83,79.24
9003,2650,4,Temperate,456.92,0.829,0.0,5.223,0.509,93.09,70.07
1532,2027,9,Tropics,322.98,-0.195,0.0,3.299,1.129,215.22,87.29
8992,2649,5,Temperate,456.0,-0.903,0.0,3.827,1.144,79.82,70.02
7859,2554,12,Coastal,437.71,-0.142,0.0,4.208,2.556,162.72,82.37
9110,2659,3,Polar,459.05,-1.191,0.3,3.58,-1.315,51.8,63.13
1535,2027,12,Tropics,323.5,-0.294,0.0,2.944,0.962,242.95,90.95
9259,2671,8,Tropics,460.93,0.735,0.0,4.775,2.813,172.09,79.17
5517,2359,10,Coastal,398.05,-0.263,0.0,3.919,1.774,162.98,82.89
2605,2117,2,Polar,342.41,0.481,0.0,3.828,-2.125,55.9,62.16
6127,2410,8,Tropics,404.45,0.853,0.0,4.911,2.407,162.27,77.14
9141,2661,10,Tropics,458.69,1.054,0.0,5.442,2.521,217.02,85.78
7458,2521,7,Inland,429.34,1.083,0.0,5.241,2.944,69.18,56.1
2177,2081,6,Polar,332.7,0.788,0.0,3.895,-2.138,49.89,65.7
7990,2565,11,Coastal,439.72,1.021,0.0,5.028,2.436,-134.89,153.594
2351,2095,12,Inland,338.64,0.916,0.0,4.239,2.375,117.7,58.6
9177,2664,10,Tropics,461.17,-0.417,0.0,4.608,2.282,241.2,83.94
3502,2191,11,Tropics,357.79,1.056,0.0,4.319,1.4,227.12,86.57
2134,2077,11,Inland,333.87,-0.507,0.0,2.966,3.908,94.69,61.11
1480,2023,5,Temperate,321.64,-1.37,0.0,2.059,-0.822,87.64,67.98
2793,2132,10,Tropics,345.6,-0.295,0.0,3.338,1.642,221.52,89.77
4843,2303,8,Coastal,383.49,-0.386,0.0,3.439,0.979,127.06,82.9
9780,2715,1,Inland,472.47,0.322,0.0,5.111,2.786,77.42,57.34
9934,2727,11,Temperate,474.37,-0.396,0.0,4.435,2.437,124.2,68.9
4762,2296,11,Inland,381.86,0.655,0.0,4.226,2.749,-113.85,99.774
7191,2499,4,Temperate,423.94,-1.085,0.0,3.351,-0.569,,74.81
6041,2403,6,Inland,9999.0,-1.111,0.0,3.255,4.32,66.65,66.78
9636,2703,1,Tropics,467.69,-0.481,0.0,4.269,2.499,195.88,85.12
3445,2187,2,Inland,357.9,0.582,0.0,4.175,0.982,-89.07,103.104
8149,2579,2,Coastal,441.07,-0.715,0.0,3.584,0.989,147.58,84.04
7765,2547,2,Polar,435.14,0.417,0.0,4.87,1.142,51.06,65.2
3620,2201,9,Temperate,359.98,1.233,0.0,4.68,2.039,130.15,72.31
1952,2062,9,Inland,328.29,0.016,0.0,3.022,1.68,89.53,63.11
555,1946,4,Inland,304.46,1.124,0.0,4.271,-0.871,87.6,56.05
4264,2255,5,Coastal,370.79,0.347,0.0,4.021,0.271,103.41,83.58
1163,1996,12,Coastal,316.31,0.744,0.0,3.755,0.768,136.46,90.53
1584,2032,1,Polar,322.94,0.649,0.0,3.979,-0.775,53.24,63.23
